,Name,Address,Phone Number,Latitude,Longitude
360,Little Caesars,3337 W North Avenue,773-772-7547,41.9097597,-87.7113729
361,Little Caesars,2839 N Narragansett Ave ,773-385-6424,41.93217509999999,-87.78553699999999
362,Little Caesars,3010 S Halsted St ,312-842-1230,41.8391722,-87.6469868
363,Little Caesars,1406 W 47th St ,773-376-8796,41.8090402,-87.6602261
364,Little Caesars,4832 N Harlem Ave Harwood Heights ,708-867-3600,41.9679691,-87.8076069
365,Little Caesars,3337 W North Ave ,773-772-7547,41.9097597,-87.7113729
366,Little Caesars,5640 W Roosevelt Rd ,773-287-9751,41.86609929999999,-87.7658107
367,Little Caesars,3225 W 47 Place ,773-254-6868,41.8058515,-87.7047185
368,Little Caesars,7001 N Clark St ,773-465-8267,42.0093297,-87.67340809999999
369,Little Caesars,3135 W Addison St ,773-267-6366,41.946435,-87.7067738
370,Little Clown Pizza,2801 N Central Park Ave ,773-276-7776,41.9320382,-87.7170005
371,Little Italy's Pizza,205 N Main St ,217-483-7090,36.37369839999999,-94.2091605
372,Lonnie's Pizzaria,8343 W Irving Park Rd ,773-589-1501,41.951838,-87.8359227
373,Loop Pizza,400 S Financial Pl ,312-583-0277,41.87664400000001,-87.6332966
375,Lou Malnati's Gold Coast,1120 N State St ,312-725-7777,41.9026134,-87.6288955
377,Lou Malnati's North River,439 N Wells St ,312-527-1008,41.8903303,-87.633735
379,Lou Malnati's Pizzeria,958 W Wrightwood Ave ,773-832-4030,41.9291895,-87.6535294
380,Lou Malnati's Pizzeria,3859 W Ogden Ave ,773-762-0800,41.7490496,-88.2196093
383,Lou Malnati's Pizzeria,10339 S Western Ave ,312-828-9800,41.7051836,-87.6812739
384,Lou Malnati's Pizzeria,4340 N Lincoln Ave ,773-654-4000,41.9605421,-87.6835017
385,Lou Malnati's Pizzeria,1520 N Damen Ave ,773-395-2400,41.9090324,-87.67777009999999
386,Lou Malnati's Pizzeria,805 S State St ,312-786-1000,41.8714921,-87.6271274
387,Lou Malnati's Pizzeria,1235 W Randolph St ,312-243-4000,41.883947,-87.65807319999999
388,Lucky Vito's Pizzeria,1950 N Kimball Ave ,773-278-0202,41.9171485,-87.7120686
389,Lugano's Pizza,7315 S Kedzie Ave ,773-776-6959,41.7603154,-87.7023854
390,Lugano's Pizza,4460 S Kedzie Ave ,773-847-7170,41.8118162,-87.70446419999999
391,Luigi Stefani Pizzeria,5700 S Cicero Ave,773-838-8824,41.7883503,-87.7417559
392,Luigi's Pizza By The Slice,4212 W Madison St ,773-722-0109,41.8810688,-87.7311519
393,Lukes On Harlem,3130 N Harlem Ave ,773-889-4000,41.937157,-87.80704999999999
394,Lula's Grill & Pizza,1858 W Pershing Rd ,773-523-0553,41.8233628,-87.6725029
395,Maggiolini's Pizzeria Trattoria,5723 W 63rd St ,773-585-6144,41.7777304,-87.7651479
398,Mama Luna Pizza,7601 W Addison St ,773-887-4137,41.9450324,-87.8169387
399,Mancini Pizzeria,13508 S Brandon Ave ,773-646-2783,41.6497002,-87.5461236
400,Mancino's Pizza & Grinders,3300 Ridge Rd Lansing ,708-474-6337,41.5860335,-87.5307928
401,Mangia Fresca Catering & Events,2556 S Archer Ave ,312-225-7100,41.846326,-87.6488627
402,Mangia Roma,1623 N Halsted ,312-475-9801,41.9116369,-87.64807479999999
403,Marcellos Father and Son Restaurant,645 W North Ave,312-654-2550,41.9050443,-87.9944026
404,Marco's Beef,6008 W Fullerton Ave ,773-745-1015,41.9240929,-87.77619880000002
405,Margarita's Pizza,2705 E 79th St ,773-374-7969,41.7516113,-87.5587242
406,Margarita's Pizzeria II,346 E 75th St ,773-783-1610,41.7585781,-87.6163528
409,Marie's Liquor And Pizza,4127 W Lawrence Ave ,773-725-1812,41.9680073,-87.7315308
410,Marie's Liquors & Pizza,4129 W Lawrence Ave ,773-725-1853,41.9680072,-87.7315303
411,Mary Cappos,3841 W 47th St ,773-650-9758,41.8077046,-87.72028279999999
412,Maxwell Street Pizza,11656 S Halsted St ,773-941-5857,41.6816492,-87.64240799999999
413,Maya's Pizza,8550 S Commercial Ave ,773-221-9313,41.7395344,-87.5518498
414,Michael's Pizzeria And Tavern,4091 N Broadway St ,773-929-4149,41.9568266,-87.65171459999999
415,Milano Pizza,10945 S Western Ave ,773-445-4010,41.6941319,-87.680785
416,Milano Pizza,8130 S Kedzie Ave ,773-776-4000,41.745173,-87.7025683
417,Millers Pizza Company,17 W 35th St Ste C ,773-855-2029,41.830773,-87.627415
418,Milwood,1360 N Milwaukee Ave ,773-772-6000,41.9064129,-87.671657
419,Mista Pizza,2921 N Broadway St ,773-698-6688,41.9356622,-87.6440434
420,Mista Pizza,1024 N Milwaukee Ave ,773-278-0925,41.9002896,-87.66206249999999
421,Mista Pizza,134 N La Salle St ,312-368-3000,41.8841199,-87.6331816
422,Mista Pizza,2931 N Broadway St ,773-868-1188,41.93582809999999,-87.6441109
423,Mom's Pizza,4138 W Armitage Ave ,773-276-0488,41.9172753,-87.7305556
424,Monnie D'S Pizza,13320 S Baltimore Ave ,773-359-2880,41.65299,-87.5475046
425,Morrison's Authentic Southern Cooking,8139 S Ashland Ave ,773-487-7390,41.7455351,-87.6630643
426,Mr V's Pizza,5285 N Elston Ave ,773-736-9434,41.9773356,-87.7543635
427,Mudders,4004 W Addison St ,773-205-0000,41.9464721,-87.727806
428,Mugs Pizza And Ribs,7228 N Harlem Ave ,773-594-1202,42.0125911,-87.8070884
429,Naked Pizza,953 W Diversey Pkwy ,773-857-6000,41.932379,-87.653505
431,Nancy's Pizza,2930 N Broadway St ,773-883-1616,41.9358148,-87.64449599999999
432,Nancy's Pizza,3970 N Elston Ave ,773-267-8182,41.9531568,-87.7187423
433,Naples Pizza,4300 S Western Ave ,773-843-9844,41.8155755,-87.68499249999999
434,Naples Pizza,4601 S Ashland Ave ,773-376-7640,41.8103135,-87.66445130000001
435,Nary's Grill & Pizza,4230 S Archer Ave ,773-523-6400,41.8166384,-87.70052799999999
436,Naty's Pizza,5505 S Kenneth Ave ,773-767-9490,41.7928463,-87.73406229999999
437,Naty's Pizza,3849 W 26th St ,773-277-8644,41.8441192,-87.721558
438,Naty's Pizza,5129 S Kedzie Ave ,773-434-1555,41.7999537,-87.70338629999999
439,Naty's Pizza,1757 W Chicago,312-666-7229,41.89587900000001,-87.67191199999999
440,Neighborhood Sbarro,5554 W. Fullerton ,872-760-1000,41.9242226,-87.7657522
441,Nella Pizzeria Napoletana,2423 N Clark St ,773-327-9202,41.9262658,-87.6406018
442,Neta's Pizza And Ribs,1055 W 63rd St ,773-776-6363,41.7794585,-87.6518124
445,Northpark Village Pizza,3352 W Foster Ave ,773-267-4455,41.9758371,-87.7132266
447,Obbie's Pizza,6654 W Archer Ave ,773-586-2828,41.79242199999999,-87.78884149999999
448,Old Towne Pizza Pub,1339 N Wells St Ste 1 ,312-266-6789,41.9068928,-87.634316
449,Onesti Pizza,2755 W 71st St ,773-471-0220,41.7643384,-87.6927412
450,Paisans,704 W 47th St ,773-538-2200,41.8090707,-87.6434488
451,Paladino's Pizzeria,1647 W Cortland St ,773-252-3500,41.9159202,-87.6696664
452,Palermo's Of 63rd Pizza And Restaurant,3751 W 63rd St ,773-585-5002,41.7785445,-87.71749249999999
456,Pan PA Pizza Ya,3125 W Montrose Ave ,773-463-2617,41.9609434,-87.7068249
457,Papa Freddy's Pizza,2001 W 35th St ,773-890-9060,41.8302175,-87.6754364
458,Papa John's Pizza,3927 North Lincoln Avenue ,773-525-7272,41.9530869,-87.67774790000001
459,Papa John's Pizza,907 N. Damen Avenue ,773-235-7272,41.8980753,-87.6768622
460,Papa John's Pizza,1755 W 87th St ,773-233-1111,41.73551330000001,-87.66769719999999
461,Papa John's Pizza,3505 N Cicero Ave ,773-685-3000,41.9448379,-87.7465334
462,Papa John's Pizza,4507 W Lawrence Ave ,773-283-7272,41.967742,-87.742143
463,Papa John's Pizza,5857 S Archer Ave ,773-581-7272,41.79542319999999,-87.7617552
464,Papa John's Pizza,80 East Cermak Road ,312-225-1200,41.8531016,-87.62401539999999
465,Papa John's Pizza,2640 N. Clark ,773-281-7272,41.9305459,-87.6440453
466,Papa John's Pizza,2020 N. California Ave. ,773-645-7272,41.9181135,-87.697631
467,Papa John's Pizza,2101 East 71st Street ,773-288-7272,41.7650648,-87.5742808
468,Papa John's Pizza,1151 W. Taylor St ,312-733-7272,41.8692948,-87.6565742
469,Papa John's Pizza,1418 East 53rd Street ,773-752-7272,41.7999386,-87.5911268
470,Papa John's Pizza,1245 W. Devon Ave ,773-274-9700,41.9980233,-87.6622979
471,Papa John's Pizza,5359 N. Broadway ,773-561-7272,41.9798028,-87.659544
472,Papa John's Pizza,230 West Division St ,312-266-2447,41.9040532,-87.63570039999999
473,Papa John's Pizza,4606 West Diversey Avenue ,773-545-7272,41.9320831,-87.7422895
474,Papa John's Pizza,2620 N. Narragansett Avenue ,773-622-7272,41.9278856,-87.7860032
475,Papa K's Pizza,4056 S Western Ave ,773-823-1762,41.8192558,-87.68504039999999
476,Papa Romeo's Pizza,1617 W Irving Park Rd ,773-327-5000,41.9540549,-87.6697784
477,Papa Romeo's Pizza,3045 N Pulaski Rd ,773-205-7070,41.9368564,-87.7266121
479,Papa Santiago Pizzeria,3051 W 26th St ,773-823-1732,41.8436829,-87.7020679
480,Papa Turhanos Pizza,5648 W Diversey Ave ,773-237-0700,41.931454,-87.76824239999999
481,Pappa Romeo's Pizza,6730 N Clark St ,773-274-9898,42.0044342,-87.67327329999999
482,Pappanino's Pizza II,925 N Ashland Ave ,773-360-8164,41.8986877,-87.66711269999999
484,Parlor Pizza Bar,840 W Washington Blvd ,312-226-5101,41.8833806,-87.6490085
485,Parlor Pizza Bar,108 N. Green Street ,312-600-6090,41.8835273,-87.6488042
486,Pat's Pizza,2679 N Lincoln Ave ,773-248-0168,41.93086230000001,-87.6557631
487,Pat's Pizzeria,628 S Clark St ,312-427-2320,41.873936,-87.630815
488,Paterno's Pizza,5303 N Milwaukee Ave ,773-631-5522,41.977399,-87.768845
489,Pauly's Pizzaria Wicker Park,1746 W Grand Ave ,312-243-4444,41.8911392,-87.6713683
490,Paulys Pizzeria,719 S. State ,312-957-1111,41.8726174,-87.62716189999999
491,Pequod's Pizza,2207 N Clybourn Ave ,773-327-1512,41.9219194,-87.66429889999999
492,Persona Wood Fire Pizzeria,170 W Washington St ,312-255-7575,41.8834386,-87.6331775
493,Pete's Pizza,5847 W Montrose Ave ,773-282-5434,41.9602387,-87.7739119
494,Pete's Pizza & Restaurant,3737 N Western Ave ,773-463-7770,41.9497934,-87.6880396
495,Phil's Pizza D'Oro,5800 N Milwaukee Ave ,773-763-2285,41.9867195,-87.7782933
496,Pi Hi Pizza Cafe,3539 N Western Ave ,773-472-7444,41.9460599,-87.6877701
497,Pie Eyed Pizzeria,1111 W Chicago,312-243-3735,41.8960431,-87.6556888
498,Pie Hole Pizza Joint,5001 N Clark St ,773-754-7214,41.9726913,-87.66771589999999
499,Piezano's Pizza & Grinder Co,3059 S Pulaski Rd ,773-521-0808,41.83702410000001,-87.7240726
500,Piezano's Pizza & Grinder Co,2601 W 47th St ,773-376-0808,41.8081653,-87.68950199999999
503,Pisa Pizza,2050 W Cermak Rd ,773-847-7676,41.8523407,-87.67785880000001
504,Pizano's Pizza & Pasta,2429 N Lincoln Ave ,773-472-1777,41.9263409,-87.64946049999999
505,Pizano's Pizza & Pasta,61 E Madison St ,312-236-1777,41.8819843,-87.62571410000001
506,Pizano's Pizza & Pasta,864 N State St ,312-751-1766,41.8986347,-87.6284908
507,Pizano's Pizza & Pasta,800 N Dearborn St ,312-335-8833,41.8968057,-87.63011209999999
510,Pizza,5777 N Ridge Ave ,773-275-2720,41.9871998,-87.6655535
512,Pizza Bella's,1801 95th St ,773-238-8300,41.71015000000001,-88.1821789
513,Pizza By Alex,5044 W Montrose Ave ,773-427-8900,41.9608017,-87.7541722
514,Pizza Capri,962 W Belmont Ave ,773-296-6000,41.9401223,-87.653913
515,Pizza Capri,1733 N Halsted St ,312-280-5700,41.9137131,-87.6481105
516,Pizza Capri Of Hyde Park,1501 E 53rd St ,773-324-7778,40.6220471,-73.924007
517,Pizza Castle,3256 W 55th St ,773-776-1075,41.7938185,-87.7056655
518,Pizza Fresca,5747 W Belmont Ave ,773-745-8805,41.9381943,-87.77110890000002
519,Pizza Giorno,3956 W 63rd St ,773-767-0700,41.778802,-87.72246
520,Pizza Hut,2309 W Lawrence Ave ,773-878-3400,41.9682579,-87.68690389999999
521,Pizza Hut,5905 S Archer Ave ,773-284-2221,41.7951482,-87.76309119999999
523,Pizza Hut,5033 N Lincoln Ave,773-878-3400,41.9726657,-87.6906502
524,Pizza Hut,5320 N Broadway St ,773-878-1816,41.9789112,-87.6604074
525,Pizza Hut,1225 W Fullerton Ave ,773-868-1554,41.925071,-87.659464
526,Pizza Hut,5900 S Western Ave ,773-476-2612,41.7863917,-87.6841922
527,Pizza Hut,5109 S Pulaski Rd ,773-767-2969,41.8000562,-87.72300179999999
529,Pizza Hut,3216 N Kimball Ave ,773-478-1918,41.9399659,-87.712907
532,Pizza Hut,6700 S Stony Island Ave ,773-947-6770,41.7727193,-87.5867811
533,Pizza Hut,5240 N Pulaski Rd Ste ,773-588-8844,41.9768582,-87.7289303
534,Pizza Hut,2337 W Cermak Rd ,773-376-8858,41.8518054,-87.68484939999999
535,Pizza Hut,4019 E 106th St ,773-374-7233,41.7023622,-87.5261166
536,Pizza Hut,3009 N Clark St ,773-549-8993,41.936903,-87.647623
537,Pizza Hut,5320 N. Broadway ,773-878-1816,41.9789112,-87.6604074
538,Pizza Hut,5240 N Pulaski Rd ,773-588-9991,41.9768582,-87.7289303
539,Pizza Hut,4925 W North Ave ,773-227-0529,41.9092214,-87.7496265
541,Pizza Hut,4019 East 106th Street ,773-374-7233,41.7023622,-87.5261166
542,Pizza Hut,3451 W Devon Ave ,773-463-2416,41.9970303,-87.71605989999999
543,Pizza Hut,3009 N. Clark St. ,773-549-8993,41.936903,-87.647623
544,Pizza Hut,2042 W 47th St ,773-254-4842,41.8088127,-87.6762807
546,Pizza Hut,1601 N Western Ave ,773-342-6507,41.9105774,-87.6869622
547,Pizza Hut,11708 S. Marshfield Ave ,773-660-8870,41.6806683,-87.6626351
548,Pizza Hut,8849 S Stony Island Ave ,773-721-3059,41.7336816,-87.5848797
550,Pizza Hut,6700 S. Stony Island Ave. ,773-947-7359,41.7727193,-87.5867811
551,Pizza Hut,5401 S Wentworth Ave ,773-285-5056,41.7959939,-87.6290854
552,Pizza Hut,47 W 79th St ,773-224-6134,41.7505776,-87.626447
554,Pizza Hut,3045 North Pulaski Rd ,773-283-7957,41.9368564,-87.7266121
555,Pizza Hut,4350 South Pulaski Rd ,773-767-2969,41.8138758,-87.72426879999999
556,Pizza Hut,5033 North Lincoln Ave ,773-506-0390,41.9726657,-87.6906502
557,Pizza Hut,2516 W. North Avenue ,773-342-6919,41.9106617,-87.6902192
558,Pizza Hut / Wingstreet,6724 S Stony Island Ave ,773-947-6770,41.7726502,-87.58681949999999
571,Pizza Hut Express,225 S Canal St ,312-441-9445,41.8786006,-87.6388812
572,Pizza King,1811 W North Ave ,773-698-8593,41.9102058,-87.6731999
575,Pizza Metro,1707 W Division St ,773-278-1753,41.9030588,-87.67027279999999
578,Pizza Nova,558 W 43rd St ,773-548-5100,41.8164676,-87.6407119
579,Pizza Nova,1842 W 18th St ,312-666-3500,41.8578976,-87.67273399999999
580,Pizza Nova,3704 W 26th St ,773-762-0100,41.8445088,-87.71760710000001
581,Pizza Nova,5849 S Pulaski Rd ,773-585-7000,41.7862972,-87.7226944
582,Pizza Nova Express,3836 W 79th St ,773-767-3000,41.7497779,-87.7196668
583,Pizza Paninos Inc,3702 N Broadway St ,773-472-6200,41.94930799999999,-87.6490453
584,Pizza Persona,614 W Diversey Pkwy ,773-327-8500,41.9329614,-87.6443275
585,Pizza Ria Financial ,510 N Hartland Ct ,312-432-9990,41.89135450000001,-87.6714104
586,Pizza Ria Lincoln Park,1599 N Clybourn Ave ,312-397-7777,41.9107162,-87.6489599
587,Pizza Ribs & Things,408 E 103rd St ,773-568-5555,41.7075031,-87.6132961
588,Pizza Rustica,3913 N Sheridan Rd ,773-404-8955,41.953125,-87.65424759999999
589,Pizza Rustica,3908 N Sheridan Rd ,773-404-8955,41.9530498,-87.654778
590,Pizza Sofia's,8800 S Commercial Ave ,773-437-5454,41.7353933,-87.5516986
591,Pizza Studio,251 E Huron St ,312-964-5170,41.8946256,-87.6209858
592,Pizza Studio,2723 N Elston Ave ,872-829-2790,41.9308953,-87.68593469999999
593,Pizza Tango,2859 W Cermak Rd ,773-650-0555,41.8517684,-87.6977211
594,Pizza Time,1903 W 87th St ,773-445-9814,41.7353099,-87.6706153
595,Pizza Tonite,5004 N Sheridan Rd ,773-334-5951,41.9735857,-87.6551092
596,Pizzaco's Italian Eatery,3605 N Ashland Ave ,773-880-0808,41.9472558,-87.6685736
597,Pizzaria Bravo,3256 W Lawrence Ave ,773-866-2546,41.9686866,-87.71071429999999
598,Pizzas By Marchelloni,10 W Kinzie St ,773-731-9553,41.8893756,-87.6291554
599,Pizzeria Brandi,67 E Cermak Rd ,312-794-5900,41.8526373,-87.624399
600,Pizzeria Brandi,3170 S Ashland Ave ,773-847-5888,41.835757,-87.6662111
601,Pizzeria Calzone,5858 N Lincoln Ave ,773-907-0917,41.9877774,-87.7035114
602,Pizzeria Depot,1742 W 99th St ,773-840-3087,41.7141723,-87.66706119999999
603,Pizzeria Due,619 N Wabash Ave ,312-943-2400,41.8931273,-87.6264456
604,Pizzeria Milan,1314 W 18th St ,312-492-6829,41.8580972,-87.65955679999999
605,Pizzeria Ora,545 N La Salle Dr ,312-464-1872,41.8921365,-87.6323346
606,Pizzeria Serio Company,1708 W Belmont Ave ,773-525-3610,41.9398835,-87.6715384
607,Pizzeria Uno,29 E Ohio St ,312-321-1000,41.8922845,-87.6269097
608,Plazzio's Pizza,1889 N Winnebago Ave ,773-227-8500,41.9157915,-87.6870453
609,Pop N Pizza,3701 W 59th St ,773-284-8500,41.7858312,-87.7157415
610,Porretta's Pizzeria,3656 N Central Ave ,773-736-1429,41.9475616,-87.76706999999999
614,Premium Pizza Restaurant,3737 W Grand Ave ,773-227-2020,41.9038775,-87.721206
615,Primo Pizza,5600 N Clark St ,773-271-2233,41.983634,-87.66917070000001
616,Primos,250 E 103rd St ,773-264-9100,41.707538,-87.616686
617,Pronto Za,1234 N Halsted St ,312-302-9988,41.9047043,-87.6483907
618,Pucci's Pizzeria,13258 S Avenue O ,773-646-3191,41.6537862,-87.54010699999999
619,Pucci's Restaurant & Pizzeria,10063 S Ewing Ave ,773-646-3191,41.7121144,-87.5348913
620,Pucci's Restaurant & Pizzeria,5699 N Milwaukee Ave ,219-659-5858,41.9850814,-87.776254
621,Pudgy's Pizza & Sandwiches,13460 S Baltimore Ave ,773-646-4199,41.6500885,-87.5474466
622,Punky's Pizza & Pasta,2600 S Wallace St ,312-842-2100,41.8452847,-87.6418281
623,Ranalli's,1925 N. Lincoln Ave ,312-642-4700,41.9173102,-87.6369551
624,Reggio's Pizza,340 W 83rd St ,773-488-1411,41.7439056,-87.6336764
625,Reggio's Pizza,120 W 87th St ,773-651-7777,40.7873526,-73.9726148
626,Reggio's Pizza,5600 Mannheim Rd ,773-686-0117,41.9779842,-87.9064863
627,Renaldi's Pizza,2827 N Broadway St ,773-248-2445,41.9335982,-87.64454549999999
628,Riccardo's Pizza,6349 N Clark St ,773-743-9900,41.9977958,-87.6701916
629,Rico's Pizza,3651 Ridge Rd Lansing ,708-895-2630,41.5636002,-87.5277043
630,Robey Pizza Company,1958 W Roscoe St ,773-248-7800,41.943421,-87.67823369999999
631,Ronny's,1447 W 18th St ,312-226-5809,41.857664,-87.6631572
632,Roots Handmade Pizza,1924 W Chicago,773-661-1058,41.8962448,-87.67564469999999
633,Rosati's Pizza,5544 N Milwaukee Ave ,773-792-2585,41.9825446,-87.774636
634,Rosati's Pizza,4863 N Broadway St ,773-334-3333,41.9706582,-87.65884559999999
635,Roseland Pizza & Tacos,241 E 115th St ,773-264-2000,40.796752,-73.938693
636,Route 66 Pizza,10180 S Indianapolis Ave ,773-734-2032,41.71017250000001,-87.5327372
637,Sarpino's Pizzeria Albany Park,4830 N. Pulaski Road ,773-205-1111,41.9692337,-87.729036
638,Sarpino's Pizzeria Bucktown,1852 N. Damen Avenue ,773-276-7777,41.9153432,-87.67793960000002
639,Sarpino's Pizzeria Gold Coast,158 W. Division Street ,312-202-1111,41.9040064,-87.63404039999999
640,Sarpino's Pizzeria Harwood Heights,5110 N. Harlem Avenue,708-867-9900,41.9730905,-87.8074286
641,Sarpino's Pizzeria South Loop,1923 S. Archer Avenue ,312-225-0505,41.855855,-87.62813469999999
642,Sarpino's Pizzeria West Loop,627 W. Lake Street ,312-207-1777,41.8854556,-87.64383459999999
643,Sarpino's Pizzeria Wrigleyville,1435 W. Montrose Street ,773-281-1800,41.1506886,-80.66821929999999
644,Sbarro,7601 S Cicero Ave Ste 1286 ,773-767-6860,41.7573915,-87.7369715
647,Sbarro,100 W Randolph St ,312-263-8615,41.8851523,-87.63167089999999
648,Sbarro,333 S State St ,312-663-1070,41.8773589,-87.62728969999999
649,Sbarro,500 W Madison,312-930-5050,41.8823062,-87.6403882
650,Sbarro,520 North Michigan Avenue ,872-242-7070,41.8750696,-87.6247515
651,Sergio's Taqueria Pizza,3253 W Bryn Mawr Ave ,773-866-1965,41.9829441,-87.71095629999999
652,Sicily Pizza Inc,6421 S King Dr ,773-241-7774,41.7777079,-87.6152259
653,Siena Tavern,51 W Kinzie St ,312-595-1322,41.8890426,-87.63015639999999
654,Sizziers Pizza & Grill,1632 W Howard St ,773-465-8600,42.0194672,-87.6720816
655,Skyway Pizza And Grill,9915 S Torrence Ave ,773-374-5001,41.714585,-87.559253
656,Slide Pizzeria And Grill,2806 W Lake St ,773-801-0621,41.884517,-87.696725
657,Sono Wood Fired,1582 N Clybourn Ave ,312-255-1122,41.9101907,-87.6488265
658,Sophia's Pizza,1132 W Taylor St ,312-432-0045,41.8696241,-87.6555547
662,South Loop Rosati's Pizza,1339 S Halsted St ,312-455-1211,41.864247,-87.646698
663,South Shore Pizza Parlor,1041 W 35th St ,773-933-9583,42.09619199999999,-80.090807
664,Spacca Napoli,1769 W Sunnyside Ave ,773-878-2420,41.9631956,-87.67373839999999
665,Stephano's Pizzeria,3155 191st Pl Lansing ,708-895-6611,41.5475517,-87.53952749999999
666,Steve's Pizza,7242 W Touhy Ave ,773-774-2676,42.01188030000001,-87.8083558
667,Tabet Caesar ,209 S La Salle St ,312-762-9480,41.8790297,-87.6317487
668,Tapia's Pizzeria ,2349 W Howard St ,773-338-6464,42.0193564,-87.68946439999999
669,Tatas ,3019 W 111th St,773-881-1313,41.6914075,-87.6968995
670,Telaviv Pizza,6349 N California Ave ,773-764-3776,41.9972229,-87.69942119999999
671,The Art Of Pizza on State ,727 South State Street,,41.8723767,-87.627361
672,The Art Of Pizza,3033 N Ashland Ave ,773-327-5600,41.9370799,-87.668161
675,The Original Mama Mia's Pizza,4638 N Cumberland Ave ,773-625-8500,41.964287,-87.837421
678,The Warehouse Bar & Pizzeria,1419 W Fullerton Ave ,773-661-6454,41.9249775,-87.6641022
679,The Windsor Tavern and Grill,4530 North Milwaukee Avenue ,773-736-3400,41.963173,-87.7569214
680,Three Twelve Pizza Ventures,1824 W Division St ,872-315-3005,41.9035281,-87.6734547
681,Tina's Pizza,5440 S Narragansett Ave ,773-586-8767,41.7929918,-87.7821171
682,Tinley Park Pizza,3335 W Chicago,773-940-1839,41.8953971,-87.710386
683,Tom & Jerry's,6359 West Montrose Avenue ,773-282-1111,41.9598588,-87.7865758
684,Tomato Head Pizza Kitchen,823 W Eastman St ,312-642-6700,41.9073544,-87.6492513
685,Tomato Head Pizza Kitchen,945 W Randolph St ,312-226-1616,41.8840507,-87.65160589999999
686,Topper's Pizza,1658 N Milwaukee Ave ,773-486-4000,41.911521,-87.6798316
687,Topper's Pizza,120 W Adams St ,312-226-6664,41.8796665,-87.6315202
688,Topper's Pizza,1104 E 47th St ,773-327-7000,41.8098524,-87.5987935
689,Topper's Pizza,727 S State St ,312-291-0400,41.8723767,-87.627361
690,Topper's Pizza,120 S Halsted St ,312-226-6664,41.8797412,-87.6475537
691,Topper's Pizza,3404 N Sheffield Ave ,773-327-7000,41.9438241,-87.6543679
692,Topper's Pizza,4036 N Narragansett Ave ,773-685-4114,41.9539558,-87.7870003
693,Tore's Beef & Pizza,2804 N Western Ave ,773-486-2600,41.9329123,-87.6882205
694,Tortorice's Pizza,2101 W Irving Park Rd ,773-583-4200,41.9537287,-87.68161719999999
697,Trattoria Pizzeria Roma,1535 N Wells St ,312-664-7907,41.9101965,-87.63439819999999
698,Trinos Pizzaria,1013 W 18th St ,312-733-2499,41.8578033,-87.6521688
699,Trinos Pizzaria,4612 S Ashland Ave ,773-247-2200,41.8099425,-87.6652989
700,Trio's Pizza,7009 W Higgins Ave ,773-775-3974,41.98001319999999,-87.8029019
701,Two Italians Deli & Pizzeria,349 W Oak St ,312-274-1100,28.3013527,-81.4074183
702,Pizzeria Uno ,29 E Ohio St,312-943-4044,41.8922845,-87.6269097
703,Uprising Pizza Cafe,948 W Armitage Ave ,773-661-1020,41.9183167,-87.65276569999999
704,Vd Pizza Co DBA Slice Factory,2364 N Lincoln Ave ,773-687-9601,41.9248789,-87.6483842
705,Venicci Pizza,3343 N Halsted St ,872-829-2022,41.9430232,-87.6491151
706,Venice Pizza,2441 N Halsted St ,773-880-0925,41.9267095,-87.6485732
707,Victor's Pizza,5418 W North Ave ,773-889-0590,41.9096645,-87.76139959999999
708,Villa Bari Pizza,4048 N Narragansett Ave ,773-205-2229,41.954329,-87.786975
709,Villa Palermo,2154 W. Devon Avenue ,773-465-5400,41.9979574,-87.68473809999999
710,Villa Palermo Pizza And Catering,6409 N Leavitt St ,773-465-4800,41.9981513,-87.6848198
711,Villa Pasta,5345 W Devon Ave ,773-774-7107,41.99707859999999,-87.76278359999999
